LST,MNDWI,NDBI,NDVI,city,is_water
34.14534223999999,-0.4691358024691358,0.08640365177698077,0.41016607951685957,Dar es Salaam,False
35.41000964,-0.517161588893174,-0.09124509124509124,0.6853371387798787,Dar es Salaam,False
30.693142039999998,-0.5326688815060908,-0.0950305143853531,0.6597291047241494,Dar es Salaam,False
33.38654180000003,-0.5581903276131045,0.004020908725371934,0.5313755795981453,Dar es Salaam,False
38.65029260000006,-0.25376807136265767,0.10341093665403357,0.12195121951219512,Dar es Salaam,False
26.03779880000002,-0.5256975036710719,0.00128493414712496,0.5611348229977404,Dar es Salaam,False
38.14442564000001,-0.5091314031180401,0.0853756206951786,0.41722511789525935,Dar es Salaam,False
38.80752152000002,-0.5323105532310554,0.053203387122543536,0.47486311597809855,Dar es Salaam,False
33.99494936000002,-0.5807214665878179,0.044140625,0.5546378653113088,Dar es Salaam,False
31.465614560000006,-0.39621771217712176,0.07055702917771883,0.2658959537572254,Dar es Salaam,False
29.319098000000054,-0.5587427525175466,0.03046197296752068,0.5428571428571428,Dar es Salaam,False
33.68732756000003,-0.46947243627741553,-0.03333983232598947,0.4580467675378267,Dar es Salaam,False
31.670695760000058,-0.5568445475638051,-0.27380952380952384,0.8262218774243599,Dar es Salaam,False
26.755583,-0.5456506110711719,-0.06481078729882557,0.623342175066313,Dar es Salaam,False
33.50959052000002,-0.4347417840375587,-0.08420737189092,0.5311045281421921,Dar es Salaam,False
35.59800074000003,-0.5300162249864792,-0.04490209318028359,0.5978316985028395,Dar es Salaam,False
32.97979742000001,-0.5467540202501489,-0.010855075223766901,0.5685579196217494,Dar es Salaam,False
34.45638206000001,-0.465452045376418,0.12643678160919541,0.31242556570067487,Dar es Salaam,False
31.85185081999998,-0.37114498404820984,-0.06952128939138802,0.5010128291694801,Dar es Salaam,False
27.15207332,-0.510236220472441,0.04942549699069852,0.46734234234234234,Dar es Salaam,False
34.42561988,-0.3910891089108911,0.023249299719887956,0.29869646182495346,Dar es Salaam,False
32.86700275999999,-0.5270843146490815,0.004492641363284275,0.5292717753450737,Dar es Salaam,False
36.679804070000046,-0.5510568621613575,-0.051174649426334,0.5975643509548851,Dar es Salaam,False
39.66202652000004,-0.3315892740353172,0.05574280528908478,0.18055105348460293,Dar es Salaam,False
33.44123012,-0.5297709923664122,0.08183977542647376,0.4201736806947228,Dar es Salaam,False
33.530098640000006,-0.5133280548957508,0.06540319583797845,0.45291738879260546,Dar es Salaam,False
34.81185614000003,-0.5285087719298246,-0.06269961338040007,0.5952561191016906,Dar es Salaam,False
31.848432800000012,-0.4108159392789374,0.0378642470772989,0.2877160205511443,Dar es Salaam,False
40.24308991999999,-0.5483050847457627,-0.06595092024539877,0.6706730769230769,Dar es Salaam,False
36.11412175999999,-0.5480329368709973,0.14653565983398273,0.45396825396825397,Dar es Salaam,False
39.022856779999984,-0.3329964628600303,-0.01198501872659176,0.28513674197384065,Dar es Salaam,False
34.627283060000025,-0.062,-0.21478743068391867,0.263360246059208,Dar es Salaam,False
33.30450932000002,-0.53125,-0.07822895159440238,0.604643222942984,Dar es Salaam,False
35.96031086000005,-0.4310998735777497,0.10998529171433241,0.2838283828382838,Dar es Salaam,False
35.74839362,-0.3762249680443119,0.24662292551138557,0.05971769815418024,Dar es Salaam,False
33.84797450000002,-0.5409395973154363,-0.06209150326797386,0.6487000634115409,Dar es Salaam,False
32.367971839999996,-0.3514056224899598,-0.07459608112753524,0.45632424877707894,Dar es Salaam,False
33.07892000000004,-0.6042688203057398,0.10095011876484561,0.5094715852442672,Dar es Salaam,False
37.89832820000004,-0.27678772840063165,0.060520891886827806,0.181989627534182,Dar es Salaam,False
33.74543390000002,-0.5096051227321238,0.014342058085335245,0.489569222432945,Dar es Salaam,False
35.50571420000006,-0.4843592330978809,-0.023402489626556017,0.5175978341127246,Dar es Salaam,False
34.79818406000004,-0.536655030149159,-0.019639603158534115,0.6038216560509554,Dar es Salaam,False
33.345525560000056,-0.4344677769732078,-0.11086175942549371,0.572926596758818,Dar es Salaam,False
32.98321543999998,-0.45697225149279946,-0.16049382716049382,0.6495972382048332,Dar es Salaam,False
29.86939921999999,-0.37353324641460234,-0.21130451057458358,0.6151734464686798,Dar es Salaam,False
32.89776494,-0.5462006883770189,-0.00034234851078397807,0.6260434056761269,Dar es Salaam,False
34.39485769999999,-0.4300822561692127,-0.09043348281016443,0.5021879021879022,Dar es Salaam,False
30.97000165999998,-0.5668501133052768,-0.09090909090909091,0.6742577111559527,Dar es Salaam,False
33.03106772000001,-0.5374407582938389,-0.07030951471150172,0.6332361516034986,Dar es Salaam,False
33.78303212000003,-0.06682027649769585,-0.04437564499484004,0.1699421965317919,Dar es Salaam,False
36.65416892000002,-0.4532814238042269,0.09697732997481108,0.3981150471238219,Dar es Salaam,False
33.63263924,-0.4695697796432319,-0.007265638844586213,0.4942166140904311,Dar es Salaam,False
22.39760750000005,-0.5456902138690862,0.008243500317057704,0.5588039867109634,Dar es Salaam,False
30.498314900000025,-0.46891547362227887,0.09791849897390795,0.3587988518436741,Dar es Salaam,False
39.57999404000003,-0.22018348623853212,0.04337794185509922,0.13651315789473684,Dar es Salaam,False
33.43439408000006,-0.3230919287978542,-0.09777186564682408,0.4124946512623021,Dar es Salaam,False
30.570093320000012,-0.45178105994787143,-0.35220003876720296,0.8147762747138397,Dar es Salaam,False
31.711712000000034,-0.543384260593831,-0.013633014001473839,0.5459398707502108,Dar es Salaam,False
31.639933580000047,-0.5305639986491051,-0.08849557522123894,0.6360338573155986,Dar es Salaam,False
26.290732280000043,-0.4041157172681181,-0.05689102564102564,0.43838604143947657,Dar es Salaam,False
35.365575379999996,-0.46258907363420426,-0.09214891264283082,0.5052070104140208,Dar es Salaam,False
30.252217459999997,0.0010235414534288639,-0.6069271043093033,0.6785864535128313,Dar es Salaam,True
33.971023220000006,-0.3400562851782364,0.13575829854899624,0.20643729189789123,Dar es Salaam,False
29.189213240000015,-0.546955345060893,-0.032989341904923024,0.5863860743050143,Dar es Salaam,False
36.459341780000045,-0.4343933312750849,-0.08830455259026687,0.5418404225743675,Dar es Salaam,False
38.71181696000002,-0.28391528334287347,0.15202876219825373,0.08511337495892211,Dar es Salaam,False
32.19365282000001,-0.3823261463710902,-0.021285745001075038,0.38970157987126974,Dar es Salaam,False
27.941635940000026,-0.530109759715218,0.0003878975950349108,0.4840195796141664,Dar es Salaam,False
36.199572260000025,-0.45454545454545453,-0.0004861448711716091,0.3947814300237208,Dar es Salaam,False
32.86016672000005,-0.5280722418531606,-0.09969928290538978,0.6269678302532512,Dar es Salaam,False
37.44031352000002,-0.5520361990950227,-0.2981379169224473,0.7931034482758621,Dar es Salaam,False
29.45581880000003,-0.5092067988668555,-0.010677808727948004,0.5461647727272727,Dar es Salaam,False
35.43393578000001,-0.5947497949138638,-0.015530047265361242,0.5991493886230729,Dar es Salaam,False
34.887052580000045,-0.5857006064474944,0.03586321934945788,0.5835616438356165,Dar es Salaam,False
28.348380320000047,-0.5564120532585844,-0.03686036426712923,0.5961281708945261,Dar es Salaam,False
31.335729800000024,-0.5539267015706806,-0.15409462283868516,0.7105040833568009,Dar es Salaam,False
33.871900640000035,-0.571477781605236,-0.011484290357529793,0.5845213849287169,Dar es Salaam,False
34.610192960000006,-0.581703679151475,-0.0064542993962107015,0.6134846461949266,Dar es Salaam,False
